id,subject,scene,quality,relevance,verified,script,objects,descriptions,actions,length
R0M34,T7C3,Kitchen,7,7,Yes,"A person is standing by a stove cooking some food. The person opens the refrigerator, takes something out, and begins closing it.",food;pot;refrigerator;stove,A person walks in to the kitchen and starts cooking. The person then takes something from the refrigerator.,c063 23.10 37.70;c142 30.80 37.90;c143 12.20 19.50;c147 0.10 15.30;c061 24.40 43.00,42.12
GR130,4I2W,Bathroom,7,7,No,A person is snuggling a picture while grasping a dirty dish in the bathroom.,book;dish;food;paper;plate,A person is standing in a shower reading a paper and sneezing. The person picks some food up off of the floor.;person sneezes while holding a book then grabs food off the floor,c118 19.40 30.00;c153 2.00 18.00;c063 18.80 24.10;c061 18.70 29.80;c117 14.30 18.60;c116 17.00 22.40;c115 0.00 22.10,29.21
ZCH1J,DBGJ,Dining room,7,7,Yes,A person is sitting holding a laptop while eating next to a refrigerator.,bag;food;laptop;refrigerator,A person is sitting down and opening a bag of chips. They have a laptop on their lap that they are looking at while they eat.,c047 0.00 46.00;c051 0.00 46.00;c156 2.50 46.00;c021 0.00 8.00;c061 0.00 15.60;c061 14.50 23.20,44.58
W7SGQ,EA2K,Home Office / Study (A room in a house used for work),6,5,Yes,A person is eating a sandwich in front of a mirror and then holding a camera in a pantry.,camera;food;mirror;phone;picture;sandwich,"A person eating a sandwich walks to a mirror and looks at themselves, then picks up a camera and prepares to take a picture.",c015 15.10 34.00;c065 0.00 34.00;c067 0.00 34.00;c096 0.00 17.10;c156 0.00 34.00;c087 23.60 34.00;c018 13.90 19.30;c061 0.00 34.00;c016 15.60 34.00,32.88
86810,EIO2,Closet / Walk-in closet / Spear closet,6,6,Yes,One person was eating near the shelf. THe other was sneezing into a blanket.,blanket;food,One person is eating food and another is sneezing and wearing a blanket.,c072 0.00 32.00;c156 0.00 32.00;c153 0.10 32.00;c154 0.00 32.00;c061 8.40 17.90,30.67
DSHVL,1TZV,Laundry room,7,7,Yes,A person stands by a washer with a sandwich. The person sneezes then walks out through the doorway.,doorway;food;snack,A person is standing in front of a washer holding a snack. They sneeze and then walk out of the room.,c061 0.00 23.00;c097 17.30 23.00;c153 11.60 19.50,21.92
5ZHOX,UD06,Kitchen,6,7,Yes,"A person is standing in front of the refrigerator. The person begins taking dishes out of it, sneezing as the person does so.",dish;food;refrigerator,"This person walks into the kitchen, opens the fridge, removes some items, then sneezes.",c120 8.10 24.90;c142 21.20 27.40;c154 4.40 28.70;c153 12.40 18.30;c143 2.80 8.40;c063 10.00 26.40;c061 10.00 29.90,34.33
TSI2S,D0RU,Bedroom,7,7,Yes,"A person runs into a bedroom holding a broom. The set the broom down, pick up some food from a table, and start to sneeze before they can even take a bite.",broom;food;table,A person runs through the room then puts a broom under the bed. They pick up some food from the table and sneeze.,c061 26.20 37.00;c063 21.20 27.30;c098 10.50 22.70;c099 15.80 22.20;c150 10.00 17.00;c153 28.00 37.00;c156 28.50 37.00;c152 10.30 19.30,35.62
QYSER,D0RU,Living room,7,7,Yes,"A person is lying down on a couch, messily eating a sandwich. Once they finish it, they sit up, look at a box filled with medicine on the table and smile.",chair;dish;food;medicine;sandwich;sofa;table,"person lays down on a couch eating a sandwich, then site up and looks at a container on the table containing pills",c065 1.70 7.80;c122 0.00 16.90;c123 14.00 28.00;c156 0.50 14.00;c152 20.60 26.60;c119 10.00 14.80;c062 10.00 14.60;c069 0.00 3.90;c063 0.00 3.90;c059 13.60 28.50;c118 0.00 14.30;c061 1.10 13.10;c067 1.30 13.40;c149 20.10 27.20;c068 8.90 14.90,31.08
C2QK3,2RTW,Kitchen,6,6,Yes,A person is smiling and grasping a sandwich that was in the refrigerator.,dish;food;refrigerator;sandwich,"A person is at the fridge they open the fridge they take out a sandwich they sniff it they look at it then they sniff it again then they stand there thinking about it.;A person opens up a refrigerator. The person pulls a sandwich out, looks at it, and then smells it.",c067 3.80 31.00;c152 0.00 4.60;c143 0.00 6.40;c061 3.30 31.00;c063 0.00 7.80;c118 3.50 31.00,30.46
E4C1C,4I2W,Garage,7,7,Yes,A person is eating food and holding a book then using a laptop in a garage.,book;food;laptop;sandwich;table,"A person is sitting in a chair, eating a sandwich.  Looking at their laptop.  They pick up a book and start typing.",c052 20.60 30.00;c061 0.00 18.50;c156 0.50 18.50;c009 16.90 22.10;c065 20.60 25.30;c067 0.00 18.70;c068 16.40 21.00,29.38
JVV45,5LWB,Kitchen,6,7,Yes,A person is eating at a table in the kitchen off of multiple dishes. Another person is lying on the ground next to the refrigerator.,chair;dishes;floor;food;table,A person sitting at a table is eating with his hands while another person lays on the floor in a different room;a person eats at a table and another person lays in a doorway,c156 0.00 17.80;c061 0.00 18.60;c059 0.00 18.80;c124 14.40 28.00;c011 0.00 19.00,26.58
Y1HOV,YA10,Kitchen,7,7,Yes,A person sitting at a kitchen table grasps a sandwich.,dishes;food;sandwich;table,"A person sitting at a table picks up a sandwich, puts it back down, and then stands up from the table.",c067 6.00 24.50;c068 20.00 24.20;c011 0.00 25.20;c154 21.30 26.00;c061 5.90 24.20,24.92
DTJS6,T7C3,Bedroom,7,7,Yes,The person is walking with a broom and then running with a sandwich in the bedroom.,broom;food;sandwich;window,"A person tidies a room with a broom.  They put the broom down and pick up a sandwich off the bed and begin eating it, look out the window, then start to look in various areas of the room.;This person is walking across the room while sweeping, then picks up some food, and looks out the window.",c098 0.00 15.70;c150 28.80 35.80;c092 18.10 25.30;c061 16.00 39.00;c067 16.00 39.00;c099 4.80 16.10;c063 14.00 19.70,37.54
U6QKX,ZSRZ,Closet / Walk-in closet / Spear closet,6,7,Yes,"A person is tidying a pillow in the closet. They then leave, holding a sandwich.",closet/cabinet;food;pillow;sandwich;shelf;towel;wardrobe,A person is holding a pillow and cleaning it before putting it on a shelf and taking a sandwich and leaving.,c069 8.50 13.90;c077 8.00 14.20;c081 8.20 14.60;c061 6.90 15.00;c038 0.00 6.70;c035 0.00 3.00;c033 0.00 6.90;c114 0.00 12.80,14.29
I5F23,C7O9,Kitchen,7,6,Yes,"A person is walking to turn the light on. Then, laughing, the person begins to unpack groceries out of a box on the table.",box;closet/cabinet;door;food;groceries;light;shelf;table,The person opens a cupboard and begins to empty contents from a box nearby into the cupboard.,c130 5.70 33.00;c044 5.80 11.60;c154 23.40 32.00;c062 6.30 11.30;c062 8.90 13.80;c043 6.00 10.60;c043 8.50 13.70;c061 6.00 11.30;c061 8.90 14.10;c008 2.60 9.70;c063 6.10 10.90;c063 8.50 13.70;c104 0.20 5.20;c113 2.80 9.20;c081 5.70 11.60;c081 8.20 15.30;c081 11.40 18.80;c141 2.50 8.20;c040 29.60 33.00,31.92
WLKEF,BYF9,Living room,7,7,Yes,Two people are standing and laughing in front of the television; one is drinking and both hold dishes.,dish;food;television,2 people are standing in a living room and holding plates of food while laughing at the television. One person drinks from a glass.,c131 0.00 20.00;c154 0.00 20.00;c061 0.00 20.00;c118 0.00 20.00;c149 0.00 20.00;c132 0.00 20.00,18.71
2P273,PKND,Garage,6,7,Yes,"A person is sitting in the car waiting for another person.  The other person is holding food in one hand and homework in the other, while trying to grab the doorknob to close the house door.",bag;door;food;hand,"One person is closing the house door, while the other person was getting in the passenger side of a vehicle.",c141 3.10 22.40;c061 0.00 34.00;c006 3.10 22.40;c097 6.70 17.70;c020 0.00 3.00;c152 20.20 26.30,32.62
8JTF4,2Q9D,Pantry,6,6,Yes,Person is grasping a sandwich and smiling at the light.,food;light;sandwich,A person in a pantry looks up toward the top shelf while holding a sandwich,c067 0.00 29.00;c152 0.00 29.00;c061 0.00 29.00,27.71
DGSBQ,C7O9,Pantry,6,7,Yes,A person walks to their pantry holding a bag of groceries. The person puts the food away on a shelf before leaving the pantry.,bag;closet/cabinet;door;food;groceries;light;shelf,"A person walks to the pantry and puts items in a bag, then puts the items down and exits the pantry and shuts the door.",c062 0.00 27.00;c082 0.00 27.00;c130 0.00 27.00;c112 24.30 30.20;c061 5.00 13.60;c061 9.90 16.20;c105 23.20 27.80;c104 2.00 6.60;c097 0.30 5.80;c081 8.10 20.00;c006 24.10 30.90,30.50
AM4QC,YA10,Kitchen,7,7,Yes,A person opens the refrigerator and pulls out a sandwich.  The person closes the refrigerator and takes the sandwich to the counter and places it on top of some homework.,counter;door;food;homework;notepad;paper;refrigerator;sandwich;textbook,"A person walked to the refrigerator, opened it and took out a sandwich, then walked to the counter and put it down on a notepad.",c142 4.30 10.60;c145 10.50 25.00;c067 3.90 13.90;c068 8.30 14.20;c008 0.30 10.10;c061 4.50 14.50;c069 0.50 16.50;c062 0.40 16.80;c143 0.00 6.00;c006 3.60 10.60;c063 3.70 14.50,24.21
7JTEK,T7C3,Kitchen,7,7,Yes,One person is eating and laughing as they cook at the stove. Next to the stove is a glass and a bottle of medicine.,cup;dish;food;glass;sandwich;stove,"A person is cooking while eating a sandwich they pick up a pill bottle and put it down on the counter.;A person is standing in their kitchen eating a sandwich and smiling while cooking some food on a stove, they then move a glass.",c109 18.70 25.50;c149 18.30 24.80;c065 0.00 36.00;c107 15.50 24.40;c156 0.00 36.00;c147 0.00 36.00;c152 7.20 17.90;c061 0.00 36.00;c118 0.00 36.00;c069 18.00 36.00;c067 0.00 36.00;c068 31.40 36.00;c063 0.00 5.20;c062 0.50 6.20,35.29
4SW5W,2RTW,Living room,6,6,Yes,One person is eating by a shelf while another person is holding a doorknob.,door;food;table;television,One person is eating chips while talking to another person as one person is watching tv. The other person is holding a door knob with his back to the first person.;Two people are standing in a room. One is eating and watching television. The other is leaning on the door handle.,c141 0.00 32.00;c156 0.00 32.00;c132 0.00 32.00;c061 0.00 32.00,30.71
SFHY2,2RTW,Entryway (A hall that is generally located at the entrance of a house),6,6,Yes,A person walked through the entryway smiling while throwing food towards the table.,door;food;mail;paper/notebook;table,"A person opened a door and threw an object on a table.;a person walks through the door, throws mail to the side then continues to stand near the door.",c009 4.80 9.90;c061 2.10 9.00;c064 4.10 9.40;c097 2.00 8.00;c116 4.50 9.30,25.54
6YGBD,JOL5,Home Office / Study (A room in a house used for work),7,5,Yes,"A person is holding a sandwich in one hand, while drinking a glass of water with the other hand.",chair;cup;desk;food;glass;hand;laptop;sandwich;table;water,"This person is in a room, sitting at a desk, eating some food, drinking out of glass and is also reading something on their laptop.;A person is sitting at a table drinking from a glass while watching their laptop. They are holding a sandwich in their hand.",c106 0.00 3.20;c067 0.00 10.40;c106 0.00 29.20;c051 0.00 31.00;c011 0.00 31.00;c156 6.10 22.20;c065 7.00 31.00;c059 0.00 31.00;c063 5.80 10.40;c061 0.00 31.00;c065 6.50 11.40,30.42
VI2TX,2RTW,Living room,6,6,Yes,One person is washing a hallway shelf while another person is eating a sandwich.,chair;desk;food;rag;sandwich;table;towel,"Person A is tidying up a desk with a towel while Person B is sitting down on a chair eating a sandwich.;A person in a black shirt cleans a side table next to a television while a person in a long sleeved shirt sits in a chair, eating a sandwich.",c065 0.00 32.00;c156 0.00 32.00;c013 0.00 32.00;c009 1.30 5.60;c061 6.90 12.30;c012 0.00 32.00;c038 0.00 32.00;c059 0.00 32.00,31.25
Q49E0,6RE8,Laundry room,6,7,Yes,A person is sitting on their bed and eating a snack as the person talks on the phone. The person gets up and walks over to the window.,bed;food;phone;window,"A person is sitting on a bed talking on a phone and eating something, they then get up and look out a window.;Someone is sitting on their bed and talking on their phone. At the same time they are also eating something. They get up and look out the window.",c092 24.80 33.00;c019 0.00 33.00;c061 0.00 8.90;c135 0.00 24.30;c015 0.00 33.00;c156 6.90 21.60;c154 18.50 27.40;c090 25.30 33.00,32.29
VX1GX,8HLE,Kitchen,6,6,Yes,A person takes items from a cabinet and fixes a snack on the work table before eating it. Then the person pours a drink.,cabinet;chocolate bar;container;cup;dish;door;food;glass;oreo cook;plate;refrigerator;table;water,"The person walked to the cabinet,opened it took out Oreo cook and a bar of chocolate  set them on the table and opened one Oreo cook and put a Pisce of chocolate on top of it.Get a jar of water from the refrigerator poured water to a cup.;A woman walks across a kitchen and gets cookies and a chocolate bar out of a cabinet. She walks and puts them on a table, and then breaks a cookie apart and sets it on a plate. She puts a piece of chocolate on the cookie and starts to eat it. She then walks and opens a refrigerator and takes out a container of water. She walks back to the table and fills a glass with water.",c006 4.60 9.80;c113 0.00 5.40;c143 28.30 37.90;c009 8.00 17.10;c108 39.00 50.00;c063 0.90 6.90;c008 0.00 4.70;c062 7.80 12.50;c062 16.30 21.30;c118 39.50 50.00;c061 2.90 12.50;c061 13.40 21.50,48.79
CL9M5,T7C3,Pantry,6,5,Yes,A person is fixing the organization of the cabinet. The person begins laughing and takes medicine from the top shelf.,cabinet;food;medicine;shelf,A person is looking through the kitchen cabinet. They take the Pepto-Bismol off of the top shelf.,c128 27.60 32.00;c062 0.00 26.90;c061 0.00 20.10,30.92
UI0QG,70CN,Dining room,6,7,Yes,"A person leaves a bag of groceries and their dining room table, retrieving a fruit from it before leaving.  They play with the fruit as they walk through the dining room doorway.",bag;banana;food;groceries;table,"The person walked over to the table and put down some items.  The person picked up a banana, danced with it, and pretended it was a phone.",c130 0.00 8.60;c022 0.00 8.60;c009 0.00 8.60;c063 3.50 8.70;c061 3.90 31.00;c021 0.10 5.70,30.08
O6FSN,2Q9D,Kitchen,6,6,Yes,"A person opens the refridgerator, and just stands there for a moment. The person, smiling, grasps a dish filled with food and takes it.",dish;door;food;plate;refrigerator;sandwich;table,A person is opening the refrigerator door and taking out a plate of food.;A person in a kitchen opens a refrigerator door and takes a plate of food out then walks away.,c008 0.00 4.80;c118 16.50 26.60;c120 16.60 27.00;c063 16.30 24.50;c061 15.20 28.00;c143 0.00 6.00;c142 18.70 24.30;c069 15.20 23.00,29.54
KXAIZ,3VLX,Kitchen,7,7,Yes,A person walks through a doorway and stands in the kitchen before opening a cabinet. A person tidies the food in the cabinet.,cabinet;door;face;food;items;shelf;things,"A person walks in the room, touches their face and opens a cabinet door. They put something on one of the shelves and rearrange the other items in the cabinet.;A person walks into a kitchen and opens a cabinet. They start moving things around on the shelves.",c113 8.10 14.30;c114 10.70 43.20;c097 0.40 5.70;c062 18.50 26.00;c063 9.00 44.00;c082 11.00 43.20;c061 22.60 28.80;c081 18.10 23.20,43.12
VOX2S,PKND,Kitchen,7,7,Yes,a person walks out of the bathroom and sees another person taking groceries out the refrigerator and put them in the sink.,doorway;food;groceries;refrigerator;sink,A person walks out of a bathroom and motions to another person to go into the kitchen and open a refrigerator door and remove food.  The second person takes the food to a sink.;Two people walking through the house one look in the refrigerator get some food out carry it to the sink.,c142 17.10 23.30;c061 16.90 26.00;c143 13.30 19.40;c097 5.10 10.20;c063 14.70 26.80,34.67
7EBTI,4I2W,Garage,7,7,Yes,A person is drinking in a garage. The person takes a bite of sandwich. The person spills something on their clothes and then leaves the room.,dish;doorway;food;glass;plate;sandwich;table,"Person standing drinking from glass. Then puts glass down, picks up plate of food, eats food, puts down plate and continue eating food. Then placed food back on plate and walks out room.;A person is standing in front of a table drinking something from a glass. Afterwards, the person puts the glass down, picks up a plate with food and eats it. Lastly, the person puts the plate down and walks through the doorway.",c065 7.00 29.10;c068 18.60 29.50;c156 7.00 25.50;c118 7.30 25.70;c120 19.20 26.90;c062 18.30 29.50;c097 25.50 32.00;c067 7.40 28.30;c069 4.20 9.40;c061 7.40 28.30;c063 24.50 29.10;c119 24.50 29.10;c154 3.60 10.50;c009 4.70 11.30,30.88
FXIVQ,YA10,Dining room,7,7,Yes,"One person with a sandwich on a dish walks up to a cabinet, gets a glass and starts drinking.",cabinet;cup;dish;food;glass;sandwich;table,A person walks and grabs a class to drink out of. Then goes to set down a plate and glass.,c106 5.40 21.60;c109 20.60 24.00;c067 0.00 24.00;c119 20.30 24.00;c107 5.20 21.20;c110 1.30 9.30;c113 0.30 7.50;c068 15.80 24.00;c118 5.80 17.80;c120 8.00 24.00;c154 5.00 14.70;c009 20.90 24.00;c061 0.00 24.00,23.25
KOF86,3VLX,Bathroom,7,7,Yes,A person is standing and undressing in front of a sink and then eating a sandwich in a bathroom.,clothes;food;jacket;mirror;sandwich;shirt;sink,"A person is looking in a mirror and undressing, they then begin eating a sandwich.;person removed the jacket and kept it aside,also removed the shirt and kept it aside. took the sandwich kept beside the sink and eating it",c065 24.50 31.60;c155 2.70 24.00;c096 23.30 40.00;c003 5.60 11.80;c061 22.10 40.00;c156 25.30 33.00,39.12
7UPGT,UTMU,Kitchen,6,5,Yes,A person standing in the kitchen is looking through their refrigerator. They are laughing because someone put a cup of coffee in there.,coffee;cup;food;glass;refrigerator,A person is looking into the fridge. A person then takes a cup out the fridge while smiling.;A person opens a fridge and and takes out some coffee while smiling and laughing.,c149 16.00 22.20;c152 16.00 22.20;c142 15.00 20.00;c107 14.00 23.00;c143 0.00 5.00;c110 13.90 19.70;c061 14.20 24.00;c063 5.00 11.20,23.21
4WUNC,UTMU,Kitchen,6,5,Yes,"Mr. X opened the refrigerator and removed and sandwich, placing it onto a plate. Before eating the sandwich, the person could be seen opening a can of soda as well.  Perhaps it was unusual to stand up in the kitchen while eating their lunch, but Mr. X didn't care.  It was faster than going to a table.",dish;drying rack;food;oven;plate;refrigerator;sandwich;soda can;table,"The person opened the refrigerator and got a sandwich out, got a plate for the sandwich, and placed the plate on the oven. The person opened the fridge again and got a can of soda out and opened it, and placed it on the oven. The person then lifted the sandwich and shrugged while eating it.",c142 5.70 14.20;c120 18.10 28.60;c067 23.40 39.00;c069 23.40 30.60;c143 0.00 6.70;c119 8.90 15.90;c065 25.90 39.00;c068 7.60 14.80;c156 27.00 39.00;c062 8.00 39.00;c061 8.00 30.00;c009 7.00 39.00;c063 3.00 27.00;c149 33.00 39.00,37.62
EFX3U,IK1O,Garage,7,7,Yes,A person closes a book and sets it on the table.  They then begin eating a sandwich.,book;food;sandwich;table,A person is reading a book and then eating a sandwich,c025 10.60 16.40;c026 0.00 19.50;c032 0.00 17.20;c065 17.90 32.00;c156 18.20 32.00;c061 17.80 32.00;c028 13.00 21.20,30.54
XDS14,18IT,Kitchen,6,6,Yes,A person is cooking while another person is eating leftovers from out of the refrigerator. The person who is cooking uses a towel to mop up a spill on the counter top.,dish;food;refrigerator;skillet;stove;towel,"A person prepares a meal in a skillet on a stove, while another person retrieves some food from a refrigerator and begins to eat it.;A person with a towel on their shoulder cooks food on a stove. Another person walks to the refrigerator, takes out food, and eats it. The first person wipes off the stove with their towel.",c142 0.00 9.60;c033 41.10 47.60;c063 0.00 8.50;c143 0.00 6.80;c038 43.60 57.00;c156 6.50 57.00;c061 5.00 57.00;c147 0.00 44.50;c118 0.00 57.00;c120 0.00 57.00,56.29
MWAGL,AH2J,Kitchen,6,7,Yes,"A person wakes up on a couch, takes food from a refrigerator, puts some on a shelf and then eats the rest.",box;door;food;refrigerator;sofa,"A person is lying on a sofa, they then sneeze and get up and walk into the kitchen and open the refrigerator. They take out some food and begin eating it while smiling",c142 16.70 21.90;c063 15.40 21.50;c143 9.00 15.90;c008 9.20 21.70;c122 0.00 6.10;c154 3.80 10.90;c061 15.80 40.40;c044 21.20 30.20;c062 23.10 29.20;c146 0.00 5.70;c043 14.80 21.30;c040 14.80 27.50;c041 14.80 27.50;c042 14.80 27.50,41.42
TWU2U,6RE8,Kitchen,6,4,Yes,"A person begins opening the refrigerator and taking groceries out of a bag. Grasping the door, the person opens it and puts the groceries away.",bag;door;food;groceries;refrigerator,A person walks into the room and opens the refrigerator door.  The begin removing a bag of groceries and putting it on the counter.,c130 14.10 38.70;c022 14.10 23.60;c023 14.10 23.60;c008 10.10 17.90;c143 10.10 17.90;c020 14.50 23.20;c061 15.30 35.70;c063 14.50 38.30,40.29
GEAB1,4I2W,Living room,6,6,Yes,A person is seen smiling and watching television. The person takes  a bite of their sandwich and begins drinking water from a glass.,cup/glass/bottle;food;sandwich;television;water,"A person is standing in the doorway watching television. The person then begins to eat a sandwich, and drink some water.",c106 28.10 33.00;c067 13.80 30.70;c069 12.30 18.40;c065 14.70 29.90;c068 25.90 31.30;c156 14.90 30.50;c132 0.00 33.00;c063 13.80 19.00;c061 15.20 28.90;c062 25.40 30.70,31.75
MJO7C,6RE8,Kitchen,6,6,Yes,A person runs into their pantry holding a bottle of medicine. They grab the doorknob and close the door while watching a video on their phone.,cup;phone,A person runs in place while holding a bottle and a phone.,c015 0.00 32.00;c107 0.00 32.00,31.38
VPIYF,HJJ4,Recreation room / Man cave,7,7,Yes,A person is standing by a shelf and grasping his phone off of it.,phone;shelf,A person takes a phone off of a shelf and looks at it.,c015 1.80 11.00,10.29
0VOQC,YA10,Basement (A room below the ground floor),6,7,Yes,"One person runs in with a phone, then eats something out of a bag, then closes the bag.",bag;food;phone;sandwich,"A person is eating some food.;A person runs into the room, bumps into a box, looks at a phone and sticks it in a pocket. The person then opens a bag containing a sandwich that has been held the whole time and removes the sandwich and begins eating it. The bag is then closed and the person walks away with it.",c015 0.00 9.00;c021 5.40 10.50;c150 0.00 4.90;c017 0.00 9.50;c020 0.00 28.90;c156 5.80 25.30;c067 8.00 21.80;c065 12.00 20.70;c069 24.10 29.00,27.88
G99VH,UTMU,Stairs,6,7,Yes,A person is smiling at a camera and then pouring medicine into a spoon on the stairs.,bottle;camera;cup;medicine;phone;picture;spoon;stairs,"A person is sitting on the stairs and picks up a camera and takes a picture of themselves. They set down the camera, Then they pick up a bottle of medicine and pour it into a spoon. They close the lid to the bottle as they hold the spoon.;A person is sitting on the stairs taking a picture.  The person then puts down the camera and picks up a bottle of pink medicine and pours some in a spoon.",c015 4.80 23.70;c018 9.20 19.30;c128 18.90 37.50;c087 17.40 33.40;c017 1.50 17.90;c129 7.10 15.60;c128 13.30 30.50;c107 19.90 29.10,38.75
RGHXS,4I2W,Kitchen,6,6,Yes,A person is laughing on the phone while washing a glass,cup;glas;phone,A person is talking on the phone while washing a glass cup.,c015 0.00 30.00;c019 0.00 30.00;c111 0.00 30.00,29.00
99DTF,6NQX,Stairs,7,7,Yes,A person is walking up the stairs while grasping a box. They pull a phone from the box.,box;phone,A man walks upstairs carrying a box and then looks at his phone.,c040 9.80 17.00;c015 11.40 17.00;c016 6.20 17.00,15.83
ON2VH,YA10,Kitchen,7,7,Yes,"One person cooks at the stove, then takes a book and a camera and leaves the room.",book;food;phone/camera;stove,A person is stirring a pot on the stove then they walk over to the counter and pick up a book and walk out.,c030 18.10 23.70;c147 0.00 21.00;c015 21.40 30.40;c026 18.50 31.00,30.21
YXPTI,0KZ7,Laundry room,7,7,Yes,One person is washing tennis shoes and a pillow while another person with a phone is leaving through the doorway.,clothes;doorway;phone;pillow;shoe,"A person puts some shoes and a pillow in the washing machine, closes the lid and turns it on. Another person stands in the doorway playing with a  phone, who then walks away.",c015 0.00 14.90;c016 0.00 14.60;c077 10.50 21.80;c054 1.30 12.40;c005 0.00 29.00,27.67
M1P59,70CN,Pantry,7,7,Yes,"A person is eating in their pantry while playing on their phone. They grab a bag, and their shoes, and leave.",bag;box;cabinet;cereal;food;pantry;phone;shelf;shoe,a person looks at their phone while eating food out of the pantry then grabs a bag and shoes;A person is looking at their phone. They take some cereal out of a box that's on a cabinet shelf and eat it. Then they get a bag out of the cabinet. They bend down and pick up a pair of shoes off of the floor and walk out of the room.,c015 0.00 16.30;c053 17.10 30.00;c020 13.70 30.00;c156 0.00 16.30;c016 0.00 15.70;c056 11.60 24.70;c023 12.50 19.00;c044 4.10 10.80;c063 4.10 10.80,29.42
370X8,KFGP,Laundry room,6,7,Yes,The person is in the laundry room smiling while working on the laptop and talking on the phone.,laptop;phone;table,The person talked on a handheld phone while typing on a laptop keyboard.,c015 0.00 31.00;c019 0.00 31.00;c052 0.00 31.00;c152 0.70 31.00;c014 0.00 31.00,29.50
4JWAH,QB52,Basement (A room below the ground floor),6,7,Yes,"A person is standing in a basement grasping a phone, they then sit down and grab a pillow that is near by.",bed;phone;pillow,"A young person walks into the room, sits on the bed, picks up a pillow and puts it on his lap and picks up the phone and looks at it.;The person is standing up and sits down on the bed. The person picks up a pillow and holds it. The person picks up a phone and texts. The person puts the phone down.",c076 3.40 32.00;c079 3.40 14.00;c016 13.50 31.60;c018 12.90 18.40;c135 0.20 32.00;c077 6.80 17.50;c015 14.10 32.00;c151 0.00 5.80,30.67
B8BSY,XXN8,Home Office / Study (A room in a house used for work),7,7,Yes,A person is playing with a camera next to a cup of coffee. The person sneezes.,camera;coffee;cup;table,"A person, sitting next to a cup of coffee is texting on a smartphone while sneezing at the same time.",c153 12.70 18.40;c016 0.00 32.90;c015 0.00 33.00;c011 0.00 33.00;c016 30.10 33.00;c015 30.10 33.00;c017 30.10 33.00;c011 30.10 33.00;c009 30.10 33.00,31.79
X3LEM,KQI6,Hallway,6,5,Yes,One person puts a picture next to a mirror as another person lies on the sofa with a phone.,chair;light;mirror;phone;picture;sofa,"A person is taking a picture from a chair then putting it next to a mirror and turning on a light. Person B begins to sit on a couch.;A person picks up a picture off a chair and puts it on a wall. The person turns off the light. Another person takes a phone from a table and sits down on a sofa,",c084 0.00 26.00;c123 26.70 32.00;c151 26.70 32.00;c105 10.30 21.50;c086 0.50 24.20;c096 15.10 21.50;c087 0.00 6.00;c018 22.50 29.00;c104 13.50 19.40;c015 25.00 32.00;c083 0.60 5.60;c088 3.30 24.30,30.96
ZIP5P,YA10,Living room,7,7,Yes,One person is playing with a camera while another is lying passed out by the door with medicine nearby.,camera;floor;food;medicine;phone;sofa,One person is on their camera leaning up against a couch while another is laying on the floor with medicine bottles next to them.;a person sits by the door playing on their phone as another person lays on the floor with food,c015 0.00 31.00;c123 0.00 31.00;c124 0.00 31.00;c016 0.00 31.00,30.21
ZL55N,HJJ4,Entryway (A hall that is generally located at the entrance of a house),6,7,Yes,"A person is sneezing into a camera, then closing a door and then wiping the wall with a towel in an entryway.",camera;door;phone;rag;towel;wall,"A person takes a picture/video of themselves sneezing several times then puts the camera down and closes the open door behind them. Then they pick up a rag and wipe the wall.;A person is holding something and sneezing, they then close the door, grab a rag, and begin washing the area around them.",c033 11.20 15.70;c038 11.70 22.60;c015 0.00 9.40;c153 1.00 9.00;c035 10.00 16.50;c006 6.30 13.50;c017 5.10 10.30;c141 7.50 13.70;c034 12.10 23.00,22.17
TE34B,Z68L,Kitchen,6,6,Yes,"The person is working at a computer, and gets a phone call. Person walks outside to get groceries from car and stores them under the sink.",bag;closet/cabinet;groceries;laptop;phone;sink,"A person walks into the room and works on a laptop.  They pick up a phone to answer it, then walk out of the room holding the phone.  They reenter the room holding a bag of groceries, which they place in the refrigerator, then walk out again.",c015 8.60 26.50;c018 7.10 17.70;c130 58.30 69.60;c052 1.30 15.50;c020 55.40 68.50;c022 61.60 68.50;c113 60.90 65.60;c019 14.10 21.40,73.04
4N5P9,SR1C,Closet / Walk-in closet / Spear closet,7,6,Yes,A person is laughing while undressing in their closet. They put their phone on a table.,closet;clothes;phone;sweatshirt;t shirt,"A person stands in a closet, holding a phone,  and takes off his sweatshirt and t shirt.;A person is standing in a closet laughing at something on their phone while undressing.",c016 0.00 20.80;c149 0.00 33.00;c155 1.30 18.60;c155 20.30 27.10;c017 16.90 24.40;c152 0.00 33.00;c015 0.00 24.30,31.79
JCBDT,YMXV,Bedroom,6,7,No,A person is taking a picture of a doorknob while a other person is holding a picture laughing at it.,bed;phone;picture,"A person is playing with their phone while standing. A second person is talking on their phone, staring at a picture, while sitting on a bed.;A person is standing tapping on the screen of a cell phone and talking. Another person is sitting on a bed talking to a person on a cell phone.",c152 23.30 27.70;c149 25.90 31.00;c016 0.00 23.10;c135 19.50 32.00;c084 19.10 32.00;c088 19.10 32.00;c015 0.00 32.00,30.96
BVS38,0KZ7,Laundry room,7,7,Yes,A person is pouring laundry soap onto their clothes while another person is sitting and talking on the phone.,clothes;detergent;phone;washing machine,A person is putting clothes in the washer. Another person is standing and talking on the phone.,c015 0.00 29.00;c001 0.00 15.10;c005 0.00 29.00;c019 0.00 29.00,28.04
